dataset,image,question_index,question_type,question_text,correct_answer,model_answer,is_correct,raw_output
MVTec-AD,MVTec-AD/bottle/test/contamination/003.png,2,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/003.png,3,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/004.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/004.png,2,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/004.png,3,Defect Description,There is a defect in the object. What is the appearance of the defect?,D,B,False,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/004.png,4,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/005.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/005.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/005.png,3,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/005.png,4,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/006.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/006.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/006.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/006.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/006.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/007.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/007.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/007.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/007.png,4,Defect Analysis,There is a defect in the object. What is the effect of the defect on the product?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/008.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/008.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/008.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/008.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/008.png,5,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/009.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/009.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/009.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/009.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/009.png,5,Defect Analysis,There is a defect in the object. What effect does the defect have on the object?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/010.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/010.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/010.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/010.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/010.png,5,Defect Analysis,There is a defect in the object. What is the potential effect of the defect on the bottle?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/011.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/011.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/011.png,3,Defect Localization,There is a defect in the object. Where is the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/011.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/011.png,5,Defect Analysis,There is a defect in the object. What may be the effect of the defect?,A,D,False,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/012.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/012.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,C,False,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/012.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/012.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,D,False,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/012.png,5,Defect Analysis,There is a defect in the object. What is the effect of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/013.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/013.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/013.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,D,False,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/013.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/014.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/014.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/014.png,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/014.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/015.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/015.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/015.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/015.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/015.png,5,Defect Analysis,There is a defect in the object. What is the likely effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/016.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/016.png,2,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/016.png,3,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/016.png,4,Defect Analysis,There is a defect in the object. What is the possible effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/017.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/017.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/contamination/017.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/017.png,4,Defect Analysis,There is a defect in the object. What is the effect of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/018.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/018.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/018.png,3,Defect Localization,There is a defect in the object. Where is the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/018.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/018.png,5,Defect Analysis,There is a defect in the object. What could be the effect of the defect?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/contamination/019.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/019.png,2,Defect Localization,There is a defect in the object. Where is the defect?,C,B,False,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/019.png,3,Defect Analysis,There is a defect in the object. What does the defect suggest about its nature?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/020.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/contamination/020.png,2,Defect Classification,There is a defect in the object. What is the type of the defect?,D,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/020.png,3,Defect Localization,There is a defect in the object. Where is the defect?,D,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/020.png,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/contamination/020.png,5,Defect Analysis,There is a defect in the object. What does the defect suggest?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/good/000.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/000.png,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/good/000.png,3,Object Structure,From which perspective is the bottle opening viewed?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/good/000.png,4,Object Details,What is the appearance of the glass material?,B,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/000.png,5,Object Analysis,What tone does the light display on the circumference of the opening?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/good/001.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/001.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/001.png,3,Object Structure,What is the predominant feature in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/001.png,4,Object Details,What is the appearance of the concentric circular bands?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/good/001.png,5,Object Analysis,What effect does the lighting condition have on the object?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/good/002.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/002.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/002.png,3,Object Structure,From which perspective is the object being viewed?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/good/002.png,4,Object Details,What is the material of the bottle?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/good/002.png,5,Object Analysis,What feature surrounds the mouth of the bottle?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/good/003.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/003.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/003.png,3,Object Structure,Where is the location of the object's opening?,C,A,False,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/003.png,4,Object Details,What is the overall color tone of the bottle?,D,D,True,Answer: D.
MVTec-AD,MVTec-AD/bottle/test/good/003.png,5,Object Analysis,What type of view is the image showing of the bottle?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/good/004.png,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/good/004.png,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
MVTec-AD,MVTec-AD/bottle/test/good/004.png,3,Object Structure,Where is the object likely located?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/004.png,4,Object Details,What is the appearance of the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/004.png,5,Object Analysis,What effect do the reflections have on the object's appearance?,B,B,True,Answer: B.
MVTec-AD,MVTec-AD/bottle/test/good/005.png,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/005.png,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
MVTec-AD,MVTec-AD/bottle/test/good/005.png,3,Object Structure,From which perspective was the image likely taken?,D,D,True,Answer: D.
